Region,Region_full,Industry,RetailerName,Adress Search (Concat),GoogleSheets Latitude,GoogleSheets Longitude,OpenStreetMapResult
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Karaka,"Caltex Karaka, Auckland, New Zealand",-37.1374535,174.8844642,"Caltex Karaka, Karaka Road, Karaka, Franklin, Auckland, 2676, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Mangere,"Caltex Mangere, Auckland, New Zealand",-36.9579162,174.8332645,"Caltex, Massey Road, Mangere East, Māngere-Ōtāhuhu, Auckland, 1063, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Mobil The Gardens,"Mobil The Gardens, Auckland, New Zealand",-37.0125818,174.9113886,"126, Hill Road, Manurewa East, Manurewa, Auckland, 2105, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Balmoral,"Caltex Balmoral, Auckland, New Zealand",-36.8848757,174.7391342,"Caltex, Balmoral Road, Saint Lukes, Sandringham, Albert-Eden, Auckland, 1025, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Mobil Blockhouse Bay,"Mobil Blockhouse Bay, Auckland, New Zealand",-36.9061601,174.7020182,"5, Tiverton Road, New Windsor, Whau, Auckland, 0600, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Constellation,"Caltex Constellation, Auckland, New Zealand",-36.7467074,174.7362173,"Caltex, Whetu Place, Windsor Park, Upper Harbour, Auckland, 0732, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Mobil Constellation Drive,"Mobil Constellation Drive, Auckland, New Zealand",-36.7495451,174.7291958,"48, Constellation Drive, Windsor Park, Upper Harbour, Auckland, 0732, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Night n Day @ Gull Greville Road,"Night n Day @ Gull Greville Road, Auckland, New Zealand",-36.7304505,174.7246987,"Gull, Greville Road, Rosedale, Upper Harbour, Auckland, 0732, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Mobil Hillside,"Mobil Hillside, Auckland, New Zealand",-36.7719056,174.7397445,"144-146, Wairau Road, Totara Vale, Kaipātiki, Auckland, 0620, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Mobil Karangahape Road,"Mobil Karangahape Road, Auckland, New Zealand",-36.8592394,174.7528999,"Mobil, Karangahape Road Cycleway, Freemans Bay, Waitematā, Auckland, 1002, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Mobil Papakura,"Mobil Papakura, Auckland, New Zealand",-37.0697293,174.9430463,"Mobil, 347, Great South Road, Papakura, Auckland, 1051, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Lincoln Road,"Caltex Lincoln Road, Auckland, New Zealand",-36.8545818,174.6303557,"Caltex, Lincoln Road, Lincoln, Henderson-Massey, Auckland, 0610, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Epsom,"Caltex Epsom, Auckland, New Zealand",-36.8900598,174.77547,"Caltex, Manukau Road, Epsom, Albert-Eden, Auckland, 1023, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Western Springs,"Caltex Western Springs, Auckland, New Zealand",-36.868085,174.728475,"Caltex, Great North Road, Waitematā, Auckland, 1022, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Clark Street,"Caltex Clark Street, Auckland, New Zealand",-36.91037,174.68753,"Caltex, Clark Street, New Lynn, Whau, Auckland, 0600, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex West Coast Road,"Caltex West Coast Road, Auckland, New Zealand",-36.9082671,174.6464604,"297, West Coast Road, Glen Eden, Waitākere Ranges, Auckland, 0602, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Monument,"Caltex Monument, Auckland, New Zealand",-36.9489917,174.8451619,"Caltex, Great South Road, Otahuhu, Māngere-Ōtāhuhu, Auckland, 1063, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Takanini,"Z Takanini, Auckland, New Zealand",-37.043391,174.9201055,"Burger King, Great South Road, Takanini, Papakura, Auckland, 2112, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Pakuranga,"Z Pakuranga, Auckland, New Zealand",-36.9001697,174.8994664,"Z Pakuranga, Fortunes Road, Highland Park, Howick, Auckland, 2143, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Pukekohe,"Z Pukekohe, Auckland, New Zealand",-37.1999348,174.90836,"Z Pukekohe, 11, Stadium Drive, Buckland, Franklin, Auckland, 2120, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Waiuku,"Z Waiuku, Auckland, New Zealand",-37.2488866,174.732525,"Z Waiuku, 16, Kitchener Road, Franklin, Auckland, 2123, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Glen Park,"Z Glen Park, Auckland, New Zealand",-36.7942757,174.7242954,"Z Glenpark, Glenfield Road, Marlborough, Kaipātiki, Auckland, 0629, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Albany,"Z Albany, Auckland, New Zealand",-36.7252801,174.6978981,"Z Albany, Oteha Valley Road Extension, Albany, Upper Harbour, Auckland, 0632, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Constellation Drive,"Z Constellation Drive, Auckland, New Zealand",-36.7482246,174.7319994,"34, Constellation Drive, Windsor Park, Upper Harbour, Auckland, 0630, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Northcross,"Z Northcross, Auckland, New Zealand",-36.7099332,174.7282536,"849, East Coast Road, Northcross, Upper Harbour, Auckland, 0630, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Night n Day @ Gull Kingsland,"Night n Day @ Gull Kingsland, Auckland, New Zealand",-36.8708464,174.7487295,"388, New North Road, Kingsland, Albert-Eden, Auckland, 1021, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Beach Road,"Z Beach Road, Auckland, New Zealand",-36.8497097,174.7749625,"Z, Ronayne Street, Parnell, Waitematā, Auckland, 1053, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Greenlane,"Z Greenlane, Auckland, New Zealand",-36.8899869,174.7958064,"Z, Nolan Road, Greenlane, Albert-Eden, Auckland, 1051, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Royal Oak,"Z Royal Oak, Auckland, New Zealand",-36.9111679,174.7736299,"Z Royal Oak, Mount Albert Road, Royal Oak, Maungakiekie-Tāmaki, Auckland, 1042, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Manurewa,"Z Manurewa, Auckland, New Zealand",-37.0235192,174.8995492,"1, Alfriston Road, Manurewa, Auckland, 2102, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Kingsway,"Z Kingsway, Auckland, New Zealand",-37.0617486,174.9481907,"26, Clevedon Road, Papakura, Auckland, 2110, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Harris Rd,"Z Harris Rd, Auckland, New Zealand",-36.92974,174.8967,"Z, Cryers Road, Burswood, Howick, Auckland, 2013, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Highbrook,"Z Highbrook, Auckland, New Zealand",-36.9376771,174.8726721,"88, Highbrook Drive, Highbrook, Howick, Auckland, 1733, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Botany,"Z Botany, Auckland, New Zealand",-36.9302493,174.9110813,"Countdown, Te Irirangi Drive, Greenmount, Howick, Auckland, 2163, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Lakeside,"Z Lakeside, Auckland, New Zealand",-36.7855191,174.7570133,"Z, Taharoto Road, Westlake, Devonport-Takapuna, Auckland, 0620, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Whangaparaoa,"Z Whangaparaoa, Auckland, New Zealand",-36.6344368,174.7392595,"Z, Whangaparaoa Road, Stanmore Bay, Hibiscus and Bays, Auckland, 0932, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Northcote,"Z Northcote, Auckland, New Zealand",-36.810222,174.7379593,"SoMang Korean Church, 119, Onewa Road, Highbury, Kaipātiki, Auckland, 0627, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Warkworth,"Z Warkworth, Auckland, New Zealand",-36.392435,174.6512971,"Z, Hudson Road, Rodney, Auckland, 0910, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Browns Rd,"Z Browns Rd, Auckland, New Zealand",-37.0177433,174.8619889,"Z, Roscommon Road, Homai, Manurewa, Auckland, 2103, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Silverdale,"Z Silverdale, Auckland, New Zealand",-36.6235561,174.6678694,"Z, Alberto Lane, Silverdale, Hibiscus and Bays, Auckland, 0993, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,BP 2 Go Jervois Road,"BP 2 Go Jervois Road, Auckland, New Zealand",-36.845314,174.737935,"156, Jervois Road, Herne Bay, Waitematā, Auckland, 1011, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Point Chev,"Z Point Chev, Auckland, New Zealand",-36.8694826,174.7117168,"McDonald's, 1159,1161, Great North Road, Point Chevalier, Albert-Eden, Auckland, 1022, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Sylvia Park,"Z Sylvia Park, Auckland, New Zealand",-36.9247616,174.8419041,"Z, Mount Wellington Highway, Sylvia Park, Maungakiekie-Tāmaki, Auckland, 1060, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Otahuhu,"Z Otahuhu, Auckland, New Zealand",-36.9409777,174.8431786,"Z Otahuhu, Princes Street, Otahuhu, Māngere-Ōtāhuhu, Auckland, 1062, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Green Bay,"Z Green Bay, Auckland, New Zealand",-36.9312783,174.6776389,"Z, Godley Road, Green Bay, Whau, Auckland, 0600, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z New Lynn,"Z New Lynn, Auckland, New Zealand",-36.9027427,174.6811629,"Z, Rata Street, New Lynn, Whau, Auckland, 0600, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Henderson Valley,"Z Henderson Valley, Auckland, New Zealand",-36.8918312,174.623155,"1, Corban Avenue, McLaren Park, Henderson-Massey, Auckland, 0650, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Te Atatu,"Z Te Atatu, Auckland, New Zealand",-36.8520587,174.6507365,"Z, Te Atatu Road, Te Atatu Peninsula, Henderson-Massey, Auckland, 0610, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Massey North,"Z Massey North, Auckland, New Zealand",-36.8213317,174.6086821,"40-42, Fred Taylor Drive, Westgate, Henderson-Massey, Auckland, 0614, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Kumeu,"Z Kumeu, Auckland, New Zealand",-36.7742796,174.5522749,"152, Main Road, Deacon Point, Rodney, Auckland, 0810, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Waikumete,"Z Waikumete, Auckland, New Zealand",-36.9000427,174.6529989,"Z, Great North Road, Waitākere Ranges, Auckland, 0602, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Browns Bay,"Caltex Browns Bay, Auckland, New Zealand",-36.7187354,174.7432909,"Caltex, Argyle Road, Browns Bay, Hibiscus and Bays, Auckland, 0630, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Dominion Rd,"Caltex Dominion Rd, Auckland, New Zealand",-36.900309,174.7428691,"913, Dominion Road, Mount Roskill, Puketāpapa, Auckland, 1041, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Newmarket,"Caltex Newmarket, Auckland, New Zealand",-36.8742192,174.7774047,"442, Broadway, Newmarket, Waitematā, Auckland, 1023, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Oteha Valley Rd,"Caltex Oteha Valley Rd, Auckland, New Zealand",-36.7203645,174.7098652,"256, Oteha Valley Road, Fairview Heights, Upper Harbour, Auckland, 0632, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Capricorn,"Caltex Capricorn, Auckland, New Zealand",-36.8908333,174.7747222,"363, Manukau Road, Epsom, Albert-Eden, Auckland, 1023, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Grey Lynn,"Caltex Grey Lynn, Auckland, New Zealand",-36.8656975,174.7430575,"339, Great North Road, Arch Hill, Waitematā, Auckland, 1021, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Albany,"Caltex Albany, Auckland, New Zealand",-36.732547,174.7089766,"11, Mercari Way, Albany, Upper Harbour, Auckland, 0632, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Henderson Valley,"Caltex Henderson Valley, Auckland, New Zealand",-36.8832634,174.6291954,"Caltex, Hickory Avenue, Henderson, Henderson-Massey, Auckland, 0650, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex All Seasons,"Caltex All Seasons, Auckland, New Zealand",-36.8630741,174.6482742,"Caltex, Te Atatu Road, Te Atatu South, Henderson-Massey, Auckland, 0610, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Cavendish Drive,"Caltex Cavendish Drive, Auckland, New Zealand",-36.9871378,174.8820545,"Caltex, Great South Road, Manukau, Ōtara-Papatoetoe, Auckland, 2104, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Somerville,"Caltex Somerville, Auckland, New Zealand",-36.9132066,174.9270157,"Caltex, Whitford Road, Botany Downs, Howick, Auckland, 2014, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Springs Road,"Caltex Springs Road, Auckland, New Zealand",-36.951415,174.8918725,"Caltex, Springs Road, Ōtara-Papatoetoe, Auckland, 1733, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Sylvia Park,"Caltex Sylvia Park, Auckland, New Zealand",-36.9140858,174.8391093,"Caltex, Mount Wellington Highway, Sylvia Park, Maungakiekie-Tāmaki, Auckland, 1060, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Highland Park,"Caltex Highland Park, Auckland, New Zealand",-36.8988456,174.9035474,"Caltex, Pakuranga Road, Highland Park, Howick, Auckland, 2143, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Manurewa,"Caltex Manurewa, Auckland, New Zealand",-37.0330556,174.9063889,"Caltex, 324, Great South Road, Manurewa, Auckland, 2102, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Abbotts Way,"Caltex Abbotts Way, Auckland, New Zealand",-36.887636,174.818723,"Caltex, Abbotts Way, Ellerslie, Ōrākei, Auckland, 1051, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Dairy Flat,"Caltex Dairy Flat, Auckland, New Zealand",-36.6488371,174.6422014,"1433, Dairy Flat Highway, Dairy Flat, Rodney, Auckland, 0794, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Glenbrook,"Caltex Glenbrook, Auckland, New Zealand",-37.20954,174.75079,"410, Glenbrook - Waiuku Road, Franklin, Auckland, 2681, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Leabank,"Caltex Leabank, Auckland, New Zealand",-37.027941,174.8866234,"Caltex Leabank, 112, Weymouth Road, Leabank, Manurewa, Auckland, 2102, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Otara,"Caltex Otara, Auckland, New Zealand",-36.9632307,174.8693416,"Caltex, East Tamaki Road, Otara, Ōtara-Papatoetoe, Auckland, 2025, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Waimauku,"Caltex Waimauku, Auckland, New Zealand",-36.7687002,174.4927309,"Caltex, State Highway 16, Rodney, Auckland, 0812, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Karaka,"Z Karaka, Auckland, New Zealand",-37.0736114,174.9256384,"Z, Hilldene Road, Karaka Lakes, Papakura, Auckland, 2110, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Wellsford,"Caltex Wellsford, Auckland, New Zealand",-36.2966303,174.5232895,"Caltex, State Highway 1, Rodney, Auckland, 0900, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Caltex Penrose,"Caltex Penrose, Auckland, New Zealand",-36.9035801,174.8087127,"Subway, 682, Great South Road, Oranga, Maungakiekie-Tāmaki, Auckland, 1051, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Hunters Corner,"Z Hunters Corner, Auckland, New Zealand",-36.966671,174.8630247,"Z, East Tamaki Road, Papatoetoe, Ōtara-Papatoetoe, Auckland, 2025, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Bombay,"Z Bombay, Auckland, New Zealand",-37.1918287,174.9837211,"229, Mill Road, Franklin, Auckland, 2675, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,BP 2 Go Motor Centre,"BP 2 Go Motor Centre, Auckland, New Zealand",-36.7936319,174.7464279,"Tasty Food Restaurant and Cafe, Northcote Road, Northcote, Kaipātiki, Auckland, 0627, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Z Tom Pearce Drive,"Z Tom Pearce Drive, Auckland, New Zealand",-36.9992284,174.7971643,"Z Airport, Tom Pearce Drive, Airport Oaks, Māngere-Ōtāhuhu, Auckland, 2022, New Zealand"
Auckland,Auckland Region,Auto Fuel Retailing,Mobil Mt Albert,"Mobil Mt Albert, Auckland, New Zealand",-36.8941313,174.7266795,"6A, Owairaka Avenue, Owairaka, Albert-Eden, Auckland, 1025, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Whitcoulls Commercial Bay,"Whitcoulls Commercial Bay, Auckland, New Zealand",-36.8437163,174.7662207,"Commercial Bay, Quay Street, Viaduct Harbour, Auckland Central, Waitematā, Auckland, 1010, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Whitcoulls Sylvia Park South,"Whitcoulls Sylvia Park South, Auckland, New Zealand",-36.9178207,174.8420118,"Sylvia Park Mall, Mount Wellington Highway, Sylvia Park, Maungakiekie-Tāmaki, Auckland, 1060, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Paper Plus Highland Park,"Paper Plus Highland Park, Auckland, New Zealand",-36.8997065,174.9043336,"Laundry, Dunrobin Place, Highland Park, Howick, Auckland, 2143, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Whitcoulls Silverdale,"Whitcoulls Silverdale, Auckland, New Zealand",-36.6126706,174.6801255,"Silverdale Mall, 75, Silverdale Street, Silverdale, Hibiscus and Bays, Auckland, 0932, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Paper Plus Pukekohe,"Paper Plus Pukekohe, Auckland, New Zealand",-37.200705,174.9024729,"55, King Street, Buckland, Franklin, Auckland, 2120, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Paper Plus Remuera,"Paper Plus Remuera, Auckland, New Zealand",-36.8809069,174.7984185,"395, Remuera Road, Remuera, Ōrākei, Auckland, 1040, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Helensville Paper Plus Select,"Helensville Paper Plus Select, Auckland, New Zealand",-36.6764261,174.4504961,"64, Commercial Road, Rodney, Auckland, 0800, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Valentines Stationers,"Valentines Stationers, Auckland, New Zealand",-36.7968824,174.778344,"Valentines Staioners, Lake Road, Hauraki, Devonport-Takapuna, Auckland, 0622, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Paper Plus Auckland Hospital,"Paper Plus Auckland Hospital, Auckland, New Zealand",-36.8608803,174.7703173,"Auckland Hospital Support (1), Park Road, Grafton, Waitematā, Auckland, 101, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Schofields Stationers Paper Power,"Schofields Stationers Paper Power, Auckland, New Zealand",-36.9797418,174.8541141,"5/77, Saint George Street, Papatoetoe, Ōtara-Papatoetoe, Auckland, 2025, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Paper Plus Ponsonby,"Paper Plus Ponsonby, Auckland, New Zealand",-36.8477166,174.7439023,"Bank of New Zealand, Ponsonby Road, Ponsonby, Waitematā, Auckland, 1011, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Meg Star,"Meg Star, Auckland, New Zealand",-36.8812074,174.6331723,"WestCity Mall, Railside Avenue, Henderson, Henderson-Massey, Auckland, 0650, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Whitcoulls St Lukes,"Whitcoulls St Lukes, Auckland, New Zealand",-36.8833871,174.7336365,"Westfield Saint Lukes, 80, Saint Lukes Road, Saint Lukes, Morningside, Albert-Eden, Auckland, 1025, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Edmonton Stationery & Lotto,"Edmonton Stationery & Lotto, Auckland, New Zealand",-36.8655352,174.6459521,"Countdown, Edmonton Road, Te Atatu South, Henderson-Massey, Auckland, 0610, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Relay Auckland Domestic,"Relay Auckland Domestic, Auckland, New Zealand",-37.0061425,174.7829388,"International Terminal, Ray Emery Drive, Māngere-Ōtāhuhu, Auckland, 2022, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Whitcoulls New Lynn,"Whitcoulls New Lynn, Auckland, New Zealand",-36.9075587,174.6863377,"Lynn Mall, Hetana Street, New Lynn, Whau, Auckland, 0600, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Whitcoulls Botany Downs,"Whitcoulls Botany Downs, Auckland, New Zealand",-36.9341654,174.9129218,"Botany Town Centre, Chapel Road, East Tamaki Heights, Howick, Auckland, 2163, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Paper Plus Waiuku,"Paper Plus Waiuku, Auckland, New Zealand",-37.2491884,174.7299413,"11, Bowen Street, Franklin, Auckland, 2123, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Paper Plus Meadowbank,"Paper Plus Meadowbank, Auckland, New Zealand",-36.8758184,174.8277534,"35-45, Saint Johns Road, Meadowbank, Ōrākei, Auckland, 1072, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Whitcoulls Albany Mall,"Whitcoulls Albany Mall, Auckland, New Zealand",-36.7287697,174.710293,"Westfield Albany, Mercari Way, Albany, Upper Harbour, Auckland, 0632, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Clendon Postshop Lotto,"Clendon Postshop Lotto, Auckland, New Zealand",-37.03355,174.869,"The Warehouse, Roscommon Road, Clendon, Manurewa, Auckland, 2103, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Woodys Winners,"Woodys Winners, Auckland, New Zealand",-36.2929307,174.5240233,"221, Rodney Street, Rodney, Auckland, 0900, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Whitcoulls Glenfield,"Whitcoulls Glenfield, Auckland, New Zealand",-36.782745,174.722195,"Glenfield Mall, Glenfield Road, Glenfield, Kaipātiki, Auckland, 0629, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Mangere Stationery & Post,"Mangere Stationery & Post, Auckland, New Zealand",-36.9700028,174.785396,"East Tamaki Healthcare, Kirkbride Road, Mangere, Māngere-Ōtāhuhu, Auckland, 2022, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Paper Plus Howick,"Paper Plus Howick, Auckland, New Zealand",-36.8941054,174.9315613,"75, Picton Street, Howick, Auckland, 2014, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Onehunga Office Supplies,"Onehunga Office Supplies, Auckland, New Zealand",-36.9236125,174.7857138,"159B, Onehunga Mall, Onehunga, Maungakiekie-Tāmaki, Auckland, 1061, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Jellicoe Court Bookstore,"Jellicoe Court Bookstore, Auckland, New Zealand",-36.8980895,174.8514725,"Mobil, Jellicoe Road, Panmure, Maungakiekie-Tāmaki, Auckland, 1741, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Beachlands Post & Lotto,"Beachlands Post & Lotto, Auckland, New Zealand",-36.882518,174.996988,"Post Shop, Wakelin Road, Pine Harbour, Franklin, Auckland, 2018, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Roselands Lotto,"Roselands Lotto, Auckland, New Zealand",-37.0592559,174.9413543,"Countdown, Subway Road, Papakura, Auckland, 2110, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Haywards Paper Power,"Haywards Paper Power, Auckland, New Zealand",-36.831163,174.7971772,"27-29, Victoria Road, Devonport, Devonport-Takapuna, Auckland, 0624, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Mitchell's Paper Power,"Mitchell's Paper Power, Auckland, New Zealand",-36.8016703,174.7446652,"5, Pearn Crescent, Northcote, Kaipātiki, Auckland, 0627, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Victoria Street Lotto & Newsagency,"Victoria Street Lotto & Newsagency, Auckland, New Zealand",-36.8482281,174.7630438,"Aotea Station, Federal Street, Viaduct Harbour, Auckland Central, Waitematā, Auckland, 1010, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Magazine City & Lotto,"Magazine City & Lotto, Auckland, New Zealand",-36.7822924,174.7222891,"Glenfield Mall, Glenfield Road, Glenfield, Kaipātiki, Auckland, 0629, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Cardz Mags n Lotto Ellerslie,"Cardz Mags n Lotto Ellerslie, Auckland, New Zealand",-36.8983954,174.8104566,"Cards n Magz, Main Highway, Ellerslie, Ōrākei, Auckland, 1051, New Zealand"
Auckland,Auckland Region,Book & Stationery Retailing,Pt Chevalier Lotto Plus,"Pt Chevalier Lotto Plus, Auckland, New Zealand",-36.8699663,174.7105899,"Point Chevalier Lotto Plus, Point Chevalier Arcade, Point Chevalier, Albert-Eden, Auckland, 1026, New Zealand"
Auckland,Auckland Region,Convenience Chain Stores,Everglade Four Square,"Everglade Four Square, Auckland, New Zealand",-36.9982071,174.8945663,"70, Everglade Drive, Goodwood Heights, Manurewa, Auckland, 2104, New Zealand"
Auckland,Auckland Region,Convenience Chain Stores,Tuakau Supervalue,"Tuakau Supervalue, Auckland, New Zealand",-37.2573366,174.9469389,"6, George Street, Tuakau, Waikato District, Waikato, 2121, New Zealand"
Auckland,Auckland Region,Convenience Chain Stores,Supervalue Kumeu,"Supervalue Kumeu, Auckland, New Zealand",-36.7758709,174.5562804,"Golden Silk, Main Road, Deacon Point, Rodney, Auckland, 0810, New Zealand"
Auckland,Auckland Region,Convenience Chain Stores,Cockle Bay Four Square,"Cockle Bay Four Square, Auckland, New Zealand",-36.9042058,174.9392803,"Four Square, Litten Road, Somerville, Howick, Auckland, 2014, New Zealand"
Auckland,Auckland Region,Convenience Chain Stores,Hobsonville Four Square,"Hobsonville Four Square, Auckland, New Zealand",-36.7982349,174.6492036,"2, Clark Road, Hobsonville, Upper Harbour, Auckland, 0618, New Zealand"
Auckland,Auckland Region,Convenience Chain Stores,Red Beach Four Square,"Red Beach Four Square, Auckland, New Zealand",-36.6059853,174.6983765,"Spark Payphone, Bay Street, Red Beach, Hibiscus and Bays, Auckland, 0932, New Zealand"
Auckland,Auckland Region,Convenience Chain Stores,Lancaster Four Square,"Lancaster Four Square, Auckland, New Zealand",-36.7895638,174.6950055,"Four Square, Lancaster Road, Birkdale, Kaipātiki, Auckland, 0626, New Zealand"
