Region,Region_full,Industry,RetailerName,Adress Search (Concat),GoogleSheets Latitude,GoogleSheets Longitude,OpenStreetMapResult
Auckland,Auckland Region,Groceries & Dairies,Hari Superette,"Hari Superette, Auckland, New Zealand",-36.9916788,174.8488434,"284, Puhinui Road, Puhinui, Ōtara-Papatoetoe, Auckland, 2025, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Arch Hill Superette,"Arch Hill Superette, Auckland, New Zealand",-36.8640739,174.7470156,"219, Great North Road, Arch Hill, Waitematā, Auckland, 1021, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Don's Food Market,"Don's Food Market, Auckland, New Zealand",-36.7983646,174.7007008,"156, Birkdale Road, Verrans Corner, Birkdale, Kaipātiki, Auckland, 0626, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Neelam Superette,"Neelam Superette, Auckland, New Zealand",-36.8992845,174.6970916,"Neelam Superette, Saint Georges Road, Avondale, Whau, Auckland, 0600, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Avondale Foodmarket,"Avondale Foodmarket, Auckland, New Zealand",-36.8858868,174.6843186,"Avondale Food Market, Rosebank Road, Avondale, Whau, Auckland, 1026, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Ash's Superette,"Ash's Superette, Auckland, New Zealand",-36.8966749,174.6268811,"Ashs Superette, Hulme Place, McLaren Park, Henderson-Massey, Auckland, 0650, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Handy Store,"Handy Store, Auckland, New Zealand",-36.9672995,174.8670243,"22, Huia Road, Otara, Ōtara-Papatoetoe, Auckland, 2025, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Harris Road Superette & Lotto,"Harris Road Superette & Lotto, Auckland, New Zealand",-36.8964879,174.8323362,"Harris Road Dairy, Harris Road, Mount Wellington, Maungakiekie-Tāmaki, Auckland, 1741, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Seville Superette,"Seville Superette, Auckland, New Zealand",-36.7127564,174.7227967,"Freds Fine Foods, Oteha Valley Road, Oteha, Upper Harbour, Auckland, 0630, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Bhana Brothers,"Bhana Brothers, Auckland, New Zealand",-36.8554471,174.7465811,"131, Ponsonby Road, Freemans Bay, Waitematā, Auckland, 1011, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Mayfield Superette,"Mayfield Superette, Auckland, New Zealand",-36.9533455,174.8865743,"15, Johnstones Road, Otara, Ōtara-Papatoetoe, Auckland, 1733, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Priestley Drive Superette,"Priestley Drive Superette, Auckland, New Zealand",-36.8801619,174.9117984,"224, Bucklands Beach Road, Eastern Beach, Howick, Auckland, 2012, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Downtown Dairy,"Downtown Dairy, Auckland, New Zealand",-36.9420017,174.8413355,"279, Great South Road, Otahuhu, Māngere-Ōtāhuhu, Auckland, 1062, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Jellicoe Park Dairy,"Jellicoe Park Dairy, Auckland, New Zealand",-36.916574,174.7786876,"Jellicoe Park Dairy, Quadrant Road, Royal Oak, Maungakiekie-Tāmaki, Auckland, 1061, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Green & Grocery World,"Green & Grocery World, Auckland, New Zealand",-36.9308038,174.6789884,"New World, Godley Road, Green Bay, Whau, Auckland, 0600, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Neal's Superette,"Neal's Superette, Auckland, New Zealand",-36.8589968,174.730842,"417, Richmond Road, West Lynn, Grey Lynn, Waitematā, Auckland, 1022, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Oratia Superette,"Oratia Superette, Auckland, New Zealand",-36.9132702,174.6183467,"Oratia Superette, West Coast Road, Oratia, Waitākere Ranges, Auckland, 0650, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Fresh N Save Pukekohe,"Fresh N Save Pukekohe, Auckland, New Zealand",-37.2142616,174.9105765,"243-245, Manukau Road, Buckland, Franklin, Auckland, 2120, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Kowhai Superette,"Kowhai Superette, Auckland, New Zealand",-36.9390411,174.8518219,"89, Princes Street, Otahuhu, Māngere-Ōtāhuhu, Auckland, 1062, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Orewa Lotto Plus,"Orewa Lotto Plus, Auckland, New Zealand",-36.5867815,174.695204,"Kuna Bakery Cafe, Moana Avenue, Orewa, Hibiscus and Bays, Auckland, 0931, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Eastpark Superette,"Eastpark Superette, Auckland, New Zealand",-37.0617529,174.947549,"Roast House, Prictor Street, Papakura, Auckland, 2110, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Gulf Harbour Foodmarket,"Gulf Harbour Foodmarket, Auckland, New Zealand",-36.6139716,174.7922689,"Coasties Pizza, Gulf Harbour Drive, Gulf Harbour, Hibiscus and Bays, Auckland, 0930, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,West Harbour Superette,"West Harbour Superette, Auckland, New Zealand",-36.8183199,174.6290434,"43, Luckens Road, Henderson-Massey, Auckland, 0618, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Favona Foodmarket,"Favona Foodmarket, Auckland, New Zealand",-36.948727,174.8108509,"Good Luck Seas Takeaways, Forbes Road, Favona, Māngere-Ōtāhuhu, Auckland, 2024, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Lincoln Road Dairy,"Lincoln Road Dairy, Auckland, New Zealand",-36.855064,174.6297427,"Laundromat, Lincoln Road, Lincoln, Henderson-Massey, Auckland, 0610, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Puhinui Superette,"Puhinui Superette, Auckland, New Zealand",-36.9887824,174.8568964,"202, Puhinui Road, Puhinui, Ōtara-Papatoetoe, Auckland, 2025, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Glass Road Superette,"Glass Road Superette, Auckland, New Zealand",-36.9261084,174.7364375,"Glass Road Superette, Glass Road, Waikowhai, Puketāpapa, Auckland, 1041, New Zealand"
Auckland,Auckland Region,Groceries & Dairies,Port Waikato Store & Post Centre,"Port Waikato Store & Post Centre, Auckland, New Zealand",-36.8454342,174.7570522,"Microsoft, Halsey Street, Viaduct Harbour, Wynyard Quarter, Waitematā, Auckland, 1001, New Zealand"
Auckland,Auckland Region,Lotteries,Hunters Plaza Lotto,"Hunters Plaza Lotto, Auckland, New Zealand",-36.9709801,174.8603765,"Hunters Plaza, Sutton Crescent, Papatoetoe, Ōtara-Papatoetoe, Auckland, 2025, New Zealand"
Auckland,Auckland Region,Lotteries,Pakuranga Lotto,"Pakuranga Lotto, Auckland, New Zealand",-36.91248,174.872333,"Pakuranga Plaza, Pakuranga busway link, Pakuranga, Howick, Auckland, 2010, New Zealand"
Auckland,Auckland Region,Lotteries,West City Lotto,"West City Lotto, Auckland, New Zealand",-36.8805388,174.6321543,"Countdown, Great North Road, Henderson, Henderson-Massey, Auckland, 0650, New Zealand"
Auckland,Auckland Region,Lotteries,Sweet Lotto Centre,"Sweet Lotto Centre, Auckland, New Zealand",-36.7719339,174.7659239,"The Milford Centre, Milford Road, Milford, Devonport-Takapuna, Auckland, 0620, New Zealand"
Auckland,Auckland Region,Lotteries,Royal Oak Mall Lotto,"Royal Oak Mall Lotto, Auckland, New Zealand",-36.9105474,174.774719,"Health 2000 Royal Oak, Manukau Road, Puketāpapa, Auckland, 1061, New Zealand"
Auckland,Auckland Region,Lotteries,Meadowlands Lotto,"Meadowlands Lotto, Auckland, New Zealand",-36.9135767,174.9287202,"Meadowlands Shopping Centre, Meadowland Drive, Somerville, Howick, Auckland, 2014, New Zealand"
Auckland,Auckland Region,Lotteries,Southmall Lotto Kiosk,"Southmall Lotto Kiosk, Auckland, New Zealand",-37.0224166,174.8970784,"Southmall Manurewa, Great South Road, Manurewa, Auckland, 2102, New Zealand"
Auckland,Auckland Region,Lotteries,Eastridge Lotto,"Eastridge Lotto, Auckland, New Zealand",-36.8606817,174.8296432,"Eastridge Mall, Kepa Road, Orakei, Ōrākei, Auckland, 10, New Zealand"
Auckland,Auckland Region,Lotteries,Highpoint Temptations Lotto,"Highpoint Temptations Lotto, Auckland, New Zealand",-36.8110463,174.7244898,"Birkenhead Mall, Hammond Place, Highbury, Kaipātiki, Auckland, 0626, New Zealand"
Auckland,Auckland Region,Pharmaceutical Retailing,Massey Unichem Pharmacy,"Massey Unichem Pharmacy, Auckland, New Zealand",-36.8346319,174.6026535,"Unichem, Don Buck Road Shared Path, Massey West, Henderson-Massey, Auckland, 0614, New Zealand"
Auckland,Auckland Region,Pharmaceutical Retailing,Unichem Peninsula Pharmacy,"Unichem Peninsula Pharmacy, Auckland, New Zealand",-36.8421743,174.651559,"Te Atatu Peninsula, Tatau Way, Te Atatu South, Henderson-Massey, Auckland, 0610, New Zealand"
Auckland,Auckland Region,Pharmaceutical Retailing,Unichem on Broadway,"Unichem on Broadway, Auckland, New Zealand",-36.869083,174.7776539,"Unichem Pharmacy, Teed Street, Newmarket, Waitematā, Auckland, 1052, New Zealand"
Auckland,Auckland Region,Pharmaceutical Retailing,Lockingtons Pharmacy Ltd,"Lockingtons Pharmacy Ltd, Auckland, New Zealand",-36.9003889,174.7208358,"Halal Fried Chicken, Stoddard Road, Wesley, Puketāpapa, Auckland, 1041, New Zealand"
Auckland,Auckland Region,Pharmaceutical Retailing,Airport Oaks Pharmacy,"Airport Oaks Pharmacy, Auckland, New Zealand",-36.9702841,174.7853729,"Unit 5, 149, Kirkbride Road, Mangere, Māngere-Ōtāhuhu, Auckland, 2022, New Zealand"
Auckland,Auckland Region,Pharmaceutical Retailing,Pharmacy Plus Papakura,"Pharmacy Plus Papakura, Auckland, New Zealand",-37.062628,174.942084,"159-161, Great South Road, Papakura, Auckland, 2110, New Zealand"
Auckland,Auckland Region,Pharmaceutical Retailing,Franklins Pharmacy,"Franklins Pharmacy, Auckland, New Zealand",-37.1987945,174.9015127,"57, Seddon Street, Buckland, Franklin, Auckland, 2120, New Zealand"
Auckland,Auckland Region,Pharmaceutical Retailing,Newton Pharmacy,"Newton Pharmacy, Auckland, New Zealand",-36.8574319,174.7580051,"Samoa House, Samoa House Lane, Newton, Waitematā, Auckland, 1002, New Zealand"
Auckland,Auckland Region,Pharmaceutical Retailing,Balmoral Pharmacy,"Balmoral Pharmacy, Auckland, New Zealand",-36.8892653,174.7465638,"605, Dominion Road, Saint Lukes, Balmoral, Albert-Eden, Auckland, 1025, New Zealand"
Auckland,Auckland Region,Pharmaceutical Retailing,Westgate Pharmacy,"Westgate Pharmacy, Auckland, New Zealand",-36.820509,174.6142752,"13F, Maki Street, Westgate Shopping Centre, Westgate, Henderson-Massey, Auckland, 0614, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Green Bay,"New World Green Bay, Auckland, New Zealand",-36.9308038,174.6789884,"New World, Godley Road, Green Bay, Whau, Auckland, 0600, New Zealand"
Auckland,Auckland Region,Supermarkets,Fresh Choice Mangere Bridge,"Fresh Choice Mangere Bridge, Auckland, New Zealand",-36.9426069,174.786907,"Liquorland, Swanson Road, Mangere Bridge, Māngere-Ōtāhuhu, Auckland, 1061, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Southmall,"New World Southmall, Auckland, New Zealand",-37.0225156,174.8960498,"Southmall Manurewa, Great South Road, Manurewa, Auckland, 2102, New Zealand"
Auckland,Auckland Region,Supermarkets,Fresh Choice Otahuhu,"Fresh Choice Otahuhu, Auckland, New Zealand",-36.9448425,174.8424788,"Supersaver, 33, Hall Avenue, Otahuhu, Māngere-Ōtāhuhu, Auckland, 1062, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Meadowbank,"Countdown Meadowbank, Auckland, New Zealand",-36.8764855,174.8280529,"Countdown Meadowbank, Rosepark Crescent, Meadowbank, Ōrākei, Auckland, 1072, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Orewa,"New World Orewa, Auckland, New Zealand",-36.5866121,174.6936599,"New World, 11, Moana Avenue, Orewa, Hibiscus and Bays, Auckland, 0931, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Auckland City,"Countdown Auckland City, Auckland, New Zealand",-36.8455312,174.7731704,"Countdown Auckland City, 76, Quay Street, Auckland Central, Waitematā, Auckland, 1010, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Long Bay,"New World Long Bay, Auckland, New Zealand",-36.6852502,174.7396625,"New World, Glenvar Ridge Road, Long Bay, Hibiscus and Bays, Auckland, 0630, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Waiuku,"New World Waiuku, Auckland, New Zealand",-37.2499754,174.7279252,"New World, Bowen Street, Franklin, Auckland, 2123, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Shore City,"New World Shore City, Auckland, New Zealand",-36.7879713,174.7705238,"Shore City Takapuna, Anzac Street, Takapuna, Devonport-Takapuna, Auckland, 0622, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Pukekohe,"New World Pukekohe, Auckland, New Zealand",-37.1898811,174.9030695,"17, Paerata Road, Buckland, Franklin, Auckland, 2120, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Newmarket,"Countdown Newmarket, Auckland, New Zealand",-36.8703403,174.7758406,"Westfield Newmarket, 277, Broadway, Newmarket, Waitematā, Auckland, 1023, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Takapuna,"Countdown Takapuna, Auckland, New Zealand",-36.7914045,174.7654599,"Countdown, Barrys Point Road, Takapuna, Devonport-Takapuna, Auckland, 0622, New Zealand"
Auckland,Auckland Region,Supermarkets,Fresh Choice Half Moon Bay,"Fresh Choice Half Moon Bay, Auckland, New Zealand",-36.881242,174.8997302,"ANZ, Ara Tai, Eastern Beach, Howick, Auckland, 2012, New Zealand"
Auckland,Auckland Region,Supermarkets,Pak N Save Silverdale,"Pak N Save Silverdale, Auckland, New Zealand",-36.6202319,174.6734846,"Pak'nSave, 20, Hibiscus Coast Highway, Silverdale, Hibiscus and Bays, Auckland, 0992, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Metro,"Countdown Metro, Auckland, New Zealand",-36.8486838,174.7646849,"Countdown Auckland Victoria Street West, 19-25, Victoria Street West, Viaduct Harbour, Auckland Central, Waitematā, Auckland, 1010, New Zealand"
Auckland,Auckland Region,Supermarkets,Pak n Save Papakura,"Pak n Save Papakura, Auckland, New Zealand",-37.0535183,174.9310322,"Pak'n 'Save Papakura, 341, Great South Road, Longford Park, Papakura, Auckland, 2112, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Manukau City Mall,"Countdown Manukau City Mall, Auckland, New Zealand",-36.9919082,174.8826298,"Westfield Manukau City, 1, Leyton Way, Manukau, Ōtara-Papatoetoe, Auckland, 2104, New Zealand"
Auckland,Auckland Region,Supermarkets,Fresh Choice Glen Eden,"Fresh Choice Glen Eden, Auckland, New Zealand",-36.9111057,174.6539206,"Fresh Choice Supermarket, West Coast Road, Glen Eden, Waitākere Ranges, Auckland, 0602, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Takanini,"Countdown Takanini, Auckland, New Zealand",-37.0476519,174.9269477,"Countdown, Glenora Road, Longford Park, Papakura, Auckland, 2112, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Stonefields,"New World Stonefields, Auckland, New Zealand",-36.8902739,174.831971,"New World Stonefields, Lunn Avenue, Stonefields, Ōrākei, Auckland, 1741, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Roselands Papakura,"Countdown Roselands Papakura, Auckland, New Zealand",-37.0589692,174.9412419,"Countdown, Subway Road, Papakura, Auckland, 2110, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Pukekohe South,"Countdown Pukekohe South, Auckland, New Zealand",-37.210585,174.9119728,"Countdown, Svendsen Street, Buckland, Franklin, Auckland, 2120, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Manukau,"Countdown Manukau, Auckland, New Zealand",-36.9919082,174.8826298,"Westfield Manukau City, 1, Leyton Way, Manukau, Ōtara-Papatoetoe, Auckland, 2104, New Zealand"
Auckland,Auckland Region,Supermarkets,Victoria Park New World,"Victoria Park New World, Auckland, New Zealand",-36.8486497,174.7512927,"New World Victoria Park, 2, College Hill, Freemans Bay, Waitematā, Auckland, 1011, New Zealand"
Auckland,Auckland Region,Supermarkets,Pak n Save Wairau Road,"Pak n Save Wairau Road, Auckland, New Zealand",-36.7789503,174.7440424,"Pak'nSave Wairau Road, Wairau Road, Kaipātiki, Auckland, 0620, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Papatoetoe,"New World Papatoetoe, Auckland, New Zealand",-36.9801678,174.8536931,"Papatoetoe, Ōtara-Papatoetoe, Auckland, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Orewa,"Countdown Orewa, Auckland, New Zealand",-36.5882956,174.6951551,"Countdown, 5-11, Moenui Avenue, Orewa, Hibiscus and Bays, Auckland, 0931, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Sunnynook,"Countdown Sunnynook, Auckland, New Zealand",-36.7591131,174.739767,"Countdown Sunnynook, Sycamore Drive, Sunnynook, Devonport-Takapuna, Auckland, 0732, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Westgate,"Countdown Westgate, Auckland, New Zealand",-36.8211485,174.6143406,"Countdown Westgate, Maki Street, Westgate Shopping Centre, Westgate, Henderson-Massey, Auckland, 0614, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Grey Lynn,"Countdown Grey Lynn, Auckland, New Zealand",-36.8583054,174.7488905,"Fairfax Media, Pollen Street, Freemans Bay, Waitematā, Auckland, 1021, New Zealand"
Auckland,Auckland Region,Supermarkets,Pak N Save Mangere,"Pak N Save Mangere, Auckland, New Zealand",-36.9684476,174.7970282,"Pak'nSave Mangere, Bader Drive, Mangere, Māngere-Ōtāhuhu, Auckland, 2024, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Albany,"New World Albany, Auckland, New Zealand",-36.7281436,174.710513,"Westfield Albany, Mercari Way, Albany, Upper Harbour, Auckland, 0632, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Whangaparaoa,"Countdown Whangaparaoa, Auckland, New Zealand",-36.6362766,174.746059,"Coast Plaza, Tower Hill, Arkles Bay, Hibiscus and Bays, Auckland, 0930, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Papakura,"Countdown Papakura, Auckland, New Zealand",-37.0643159,174.9446748,"Countdown, Railway Street West, Papakura, Auckland, 2110, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Highland Park,"Countdown Highland Park, Auckland, New Zealand",-36.899374,174.908266,"Countdown Highland Park, Highland Park Drive, Highland Park, Howick, Auckland, 2143, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Pukekohe,"Countdown Pukekohe, Auckland, New Zealand",-37.1997137,174.9019817,"Countdown, Seddon Lane, Buckland, Franklin, Auckland, 2120, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Airport,"Countdown Airport, Auckland, New Zealand",-36.9975198,174.788834,"Auckland Airport Shopping Centre, John Goulter Drive, Auckland Airport Shopping Centre, Airport Oaks, Māngere-Ōtāhuhu, Auckland, 2022, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Three Kings,"Countdown Three Kings, Auckland, New Zealand",-36.9082308,174.7555049,"Three Kings Plaza, Grahame Breed Drive, Three Kings, Puketāpapa, Auckland, 1042, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Botany,"Countdown Botany, Auckland, New Zealand",-36.9299278,174.911045,"Countdown, Te Irirangi Drive, Greenmount, Howick, Auckland, 2163, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Howick,"Countdown Howick, Auckland, New Zealand",-36.8959993,174.93236,"Countdown Howick, Fencible Drive, Howick, Auckland, 2014, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Greenlane,"Countdown Greenlane, Auckland, New Zealand",-36.889586,174.793783,"Countdown Greenlane, Great South Road, Greenlane, Albert-Eden, Auckland, 1040, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Lynfield,"Countdown Lynfield, Auckland, New Zealand",-36.9253934,174.7231387,"Countdown Lynfield, Wendy's Drive-Through, Lynfield, Puketāpapa, Auckland, 1041, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Mt Eden,"Countdown Mt Eden, Auckland, New Zealand",-36.8773315,174.7519436,"Countdown Mount Eden, Ewington Avenue, Mount Eden, Albert-Eden, Auckland, 1024, New Zealand"
Auckland,Auckland Region,Supermarkets,Albany Pak N Save,"Albany Pak N Save, Auckland, New Zealand",-36.730108,174.7071498,"Pak'nSave Albany, Don McKinnon Drive, Albany, Upper Harbour, Auckland, 0632, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Lynn Mall,"Countdown Lynn Mall, Auckland, New Zealand",-36.9070817,174.6843977,"Lynn Mall, Hetana Street, New Lynn, Whau, Auckland, 0600, New Zealand"
Auckland,Auckland Region,Supermarkets,Devonport New World,"Devonport New World, Auckland, New Zealand",-36.8295708,174.7962189,"New World, Bartley Terrace, Devonport, Devonport-Takapuna, Auckland, 0624, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Browns Bay,"Countdown Browns Bay, Auckland, New Zealand",-36.7174501,174.7474006,"Countdown Browns Bay, Anzac Road, Browns Bay, Hibiscus and Bays, Auckland, 0630, New Zealand"
Auckland,Auckland Region,Supermarkets,Manukau Pak 'N Save,"Manukau Pak 'N Save, Auckland, New Zealand",-36.9878442,174.880734,"Pak 'n Save, Cavendish Drive, Manukau, Ōtara-Papatoetoe, Auckland, 2104, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Birkenhead,"New World Birkenhead, Auckland, New Zealand",-36.8114278,174.7114858,"New World, Mokoia Road, Verrans Corner, Chatswood, Kaipātiki, Auckland, 0626, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Manurewa,"Countdown Manurewa, Auckland, New Zealand",-37.0178521,174.8643682,"Delhi Zaika Takeaway, Browns Road, Homai, Manurewa, Auckland, 2103, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Mt Roskill,"Countdown Mt Roskill, Auckland, New Zealand",-36.9040417,174.7271519,"112, Stoddard Road, Wesley, Puketāpapa, Auckland, 1041, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Silverdale,"Countdown Silverdale, Auckland, New Zealand",-36.6140075,174.6810213,"Countdown, Central Boulevard, Silverdale, Hibiscus and Bays, Auckland, 0944, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Warkworth,"Countdown Warkworth, Auckland, New Zealand",-36.399688,174.664308,"20-26, Neville Street, Hepburn Creek, Rodney, Auckland, 0910, New Zealand"
Auckland,Auckland Region,Supermarkets,Pak N Save Pukekohe,"Pak N Save Pukekohe, Auckland, New Zealand",-37.205217,174.899617,"Pak n Save, Lawrie Avenue, Buckland, Franklin, Auckland, 2120, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Warkworth,"New World Warkworth, Auckland, New Zealand",-36.3991104,174.666867,"New World, Bertram Street, Hepburn Creek, Rodney, Auckland, 0910, New Zealand"
Auckland,Auckland Region,Supermarkets,Pak N Save Lincoln Road,"Pak N Save Lincoln Road, Auckland, New Zealand",-36.8574574,174.6281678,"Pak'nSave Lincoln Road, Kingdale Road, Lincoln, Henderson-Massey, Auckland, 0610, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Milford,"New World Milford, Auckland, New Zealand",-36.7722983,174.7648051,"New World, Kitchener Road, Milford, Devonport-Takapuna, Auckland, 0620, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Te Atatu,"Countdown Te Atatu, Auckland, New Zealand",-36.842727,174.6522996,"Te Atatu Peninsula, Tatau Way, Te Atatu South, Henderson-Massey, Auckland, 0610, New Zealand"
Auckland,Auckland Region,Supermarkets,Pak N Save Sylvia Park,"Pak N Save Sylvia Park, Auckland, New Zealand",-36.9133467,174.8400897,"Sylvia Park Mall, Mount Wellington Highway, Sylvia Park, Maungakiekie-Tāmaki, Auckland, 1060, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Henderson,"Countdown Henderson, Auckland, New Zealand",-36.8817292,174.6324919,"WestCity Mall, Railside Avenue, Henderson, Henderson-Massey, Auckland, 0650, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Kelston,"Countdown Kelston, Auckland, New Zealand",-36.9093775,174.6633381,"Workshop, West Coast Road, Kelston, Whau, Auckland, 0602, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Browns Bay,"New World Browns Bay, Auckland, New Zealand",-36.7159615,174.7472869,"New World Browns Bay, Inverness Road, Browns Bay, Hibiscus and Bays, Auckland, 0630, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Helensville,"Countdown Helensville, Auckland, New Zealand",-36.677179,174.45111,"Countdown Helensville, 43, Commercial Road, Rodney, Auckland, 0800, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Hauraki Corner,"Countdown Hauraki Corner, Auckland, New Zealand",-36.7967872,174.7780015,"Countdown, Lake Road, Hauraki, Devonport-Takapuna, Auckland, 0622, New Zealand"
Auckland,Auckland Region,Supermarkets,Pak n Save Westgate,"Pak n Save Westgate, Auckland, New Zealand",-36.8204832,174.6085373,"Pak'nSave Westgate, Fred Taylor Drive, Westgate, Henderson-Massey, Auckland, 0614, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Howick,"New World Howick, Auckland, New Zealand",-36.904065,174.9248668,"New World, Wellington Street, Howick, Auckland, 2014, New Zealand"
Auckland,Auckland Region,Supermarkets,Pak n Save Botany,"Pak n Save Botany, Auckland, New Zealand",-36.9305535,174.9128891,"Pak n Save, Te Irirangi Drive, Greenmount, Howick, Auckland, 2163, New Zealand"
Auckland,Auckland Region,Supermarkets,Pak N Save Glen Innes,"Pak N Save Glen Innes, Auckland, New Zealand",-36.875811,174.855104,"Pak 'n Save, 182, Apirana Avenue, Glen Innes, Maungakiekie-Tāmaki, Auckland, 1072, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown Lincoln Road,"Countdown Lincoln Road, Auckland, New Zealand",-36.8570452,174.632003,"Countdown Lincoln Road, Universal Drive, Lincoln, Henderson-Massey, Auckland, 0610, New Zealand"
Auckland,Auckland Region,Supermarkets,Fresh Choice Ranui,"Fresh Choice Ranui, Auckland, New Zealand",-36.8637412,174.6014386,"Fresh Choice, Swanson Road, Ranui, Henderson-Massey, Auckland, 0612, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Mt Roskill,"New World Mt Roskill, Auckland, New Zealand",-36.9086111,174.7344444,"New World, May Road, Roskill South, Puketāpapa, Auckland, 1041, New Zealand"
Auckland,Auckland Region,Supermarkets,New World New Lynn,"New World New Lynn, Auckland, New Zealand",-36.9108233,174.6855069,"New World, Crown Lynn Place, New Lynn, Whau, Auckland, 0600, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown St Johns,"Countdown St Johns, Auckland, New Zealand",-36.87967,174.851912,"Countdown Glen Innes, Felton Mathew Avenue, St Johns, Ōrākei, Auckland, 1072, New Zealand"
Auckland,Auckland Region,Supermarkets,New World Whangaparaoa,"New World Whangaparaoa, Auckland, New Zealand",-36.6287888,174.7325954,"New World, 580, Whangaparaoa Road, Stanmore Bay, Hibiscus and Bays, Auckland, 0932, New Zealand"
Auckland,Auckland Region,Supermarkets,Countdown St Lukes,"Countdown St Lukes, Auckland, New Zealand",-36.8835617,174.734483,"Westfield Saint Lukes, 80, Saint Lukes Road, Saint Lukes, Morningside, Albert-Eden, Auckland, 1025, New Zealand"
